customer_id,tenure_months,monthly_charge,support_tickets,contract_type,age,days_since_last_cancellation_request,churned
C02546,57,53.72,0,month-to-month,65,-1,0
C02547,42,51.45,1,one-year,63,-1,0
C02548,34,73.57,1,two-year,29,-1,0
C02549,10,86.55,4,two-year,60,-1,0
C02550,47,58.13,3,month-to-month,28,-1,0
C02551,23,80.61,0,month-to-month,35,-1,0
C02552,16,65.99,2,one-year,34,-1,0
C02553,14,47.15,1,two-year,26,-1,0
C02554,70,59.84,1,two-year,63,-1,0
C02555,8,59.01,1,month-to-month,20,17,1
C02556,57,51.07,1,one-year,43,-1,0
C02557,62,73.57,1,month-to-month,48,-1,0
C02558,3,69.69,3,month-to-month,53,-1,0
C02559,42,33.19,0,month-to-month,29,-1,0
C02560,41,31.97,6,month-to-month,47,-1,0
C02561,26,,4,month-to-month,67,-1,0
C02562,48,48.69,1,month-to-month,41,-1,0
C02563,30,71.04,2,one-year,76,-1,0
C02564,32,80.62,2,one-year,44,-1,0
C02565,31,39.58,1,month-to-month,66,-1,0
C02566,57,36.77,3,one-year,25,-1,0
C02567,45,98.49,1,month-to-month,70,20,1
C02568,27,72.03,2,month-to-month,47,-1,0
C02569,66,56.62,3,two-year,79,27,1
C02570,57,46.32,5,month-to-month,61,-1,0
C02571,67,54.79,3,month-to-month,63,-1,0
C02572,52,41.19,3,one-year,27,-1,0
C02573,28,82.67,1,month-to-month,53,-1,0
C02574,55,49.46,1,month-to-month,63,-1,0
C02575,24,86.87,0,one-year,68,-1,0
C02576,20,56.99,0,one-year,41,-1,0
C02577,33,44.13,0,month-to-month,52,-1,0
C02578,69,56.47,0,two-year,28,-1,0
C02579,41,15.0,2,month-to-month,44,-1,0
C02580,28,62.58,4,month-to-month,47,-1,0
C02581,33,61.6,3,month-to-month,20,19,1
C02582,21,81.49,1,month-to-month,74,-1,0
C02583,47,27.27,1,two-year,57,-1,0
C02584,25,88.24,2,one-year,29,-1,0
C02585,40,81.41,0,month-to-month,73,19,1
C02586,27,90.04,1,month-to-month,60,-1,0
C02587,23,63.95,2,month-to-month,60,0,1
C02588,69,85.28,0,one-year,75,-1,0
C02589,25,35.58,1,month-to-month,43,-1,0
C02590,6,79.26,3,two-year,40,2,1
C02591,27,49.58,0,month-to-month,56,-1,0
C02592,38,31.97,2,month-to-month,73,-1,0
C02593,7,42.52,2,two-year,68,12,1
C02594,22,65.11,1,two-year,66,27,1
C02595,12,48.51,3,month-to-month,65,-1,0
C02596,36,72.52,0,month-to-month,20,-1,0
C02597,52,,3,two-year,48,-1,0
C02598,69,22.46,1,one-year,40,-1,0
C02599,28,92.45,1,one-year,40,-1,0
C02600,62,83.08,1,one-year,71,-1,0
C02601,16,44.01,1,two-year,42,-1,0
C02602,56,64.94,1,month-to-month,69,19,1
C02603,40,85.39,1,month-to-month,74,-1,0
C02604,54,73.38,2,month-to-month,46,-1,0
C02605,54,67.96,2,one-year,28,5,1
C02606,38,86.9,5,month-to-month,61,8,1
C02607,19,50.39,2,month-to-month,71,-1,0
C02608,38,65.62,2,one-year,43,7,1
C02609,59,64.64,4,month-to-month,30,-1,0
C02610,69,59.54,3,two-year,50,-1,0
C02611,66,57.2,2,month-to-month,78,-1,0
C02612,13,66.46,3,one-year,50,17,1
C02613,43,65.69,3,one-year,45,12,1
C02614,8,44.03,2,month-to-month,45,3,1
C02615,48,81.04,1,month-to-month,63,-1,0
C02616,71,45.47,4,month-to-month,39,-1,0
C02617,4,60.64,2,one-year,63,25,1
C02618,47,59.09,2,one-year,79,-1,0
C02619,68,72.16,1,month-to-month,65,-1,0
C02620,61,22.62,3,month-to-month,75,-1,0
C02621,28,82.82,1,two-year,66,-1,0
C02622,8,51.46,1,month-to-month,70,2,1
C02623,66,89.4,2,two-year,20,2,1
C02624,66,55.44,5,month-to-month,39,9,1
C02625,42,64.02,2,month-to-month,34,7,1
C02626,70,103.28,5,month-to-month,71,-1,0
C02627,1,59.45,2,month-to-month,32,-1,0
C02628,44,89.78,0,two-year,78,-1,0
C02629,3,,2,one-year,61,13,1
C02630,67,73.31,1,one-year,25,-1,0
C02631,49,66.4,2,one-year,60,27,1
C02632,65,81.96,1,one-year,39,-1,0
C02633,40,51.29,1,one-year,36,12,1
C02634,6,45.32,4,one-year,79,-1,0
C02635,2,52.23,2,two-year,67,9,1
C02636,24,66.99,1,one-year,65,-1,0
C02637,53,60.58,1,month-to-month,37,-1,0
C02638,11,79.21,0,month-to-month,59,-1,0
C02639,61,91.09,3,month-to-month,39,-1,0
C02640,18,45.48,0,month-to-month,55,-1,0
C02641,36,50.32,0,month-to-month,42,-1,0
C02642,15,36.28,0,month-to-month,55,-1,0
C02643,34,105.61,1,month-to-month,64,-1,0
C02644,33,71.09,1,two-year,37,-1,0
C02645,1,74.6,2,one-year,18,29,1
C02646,41,38.2,2,month-to-month,24,1,1
C02647,56,64.98,1,two-year,74,-1,0
C02648,67,75.18,2,two-year,77,-1,0
C02649,24,59.94,1,two-year,60,-1,0
C02650,63,86.51,3,month-to-month,24,-1,0
C02651,63,111.24,0,month-to-month,54,-1,0
C02652,71,46.06,4,month-to-month,44,-1,0
C02653,27,44.56,5,one-year,32,17,1
C02654,61,47.44,2,one-year,41,-1,0
C02655,41,97.12,2,one-year,66,0,1
C02656,5,85.85,0,one-year,79,-1,0
C02657,20,62.29,3,two-year,72,26,1
C02658,48,65.73,1,one-year,30,-1,0
C02659,12,48.67,1,two-year,49,-1,0
C02660,31,82.8,2,two-year,50,12,1
C02661,56,57.4,3,month-to-month,36,-1,0
C02662,11,59.8,1,two-year,44,-1,0
C02663,36,77.18,3,month-to-month,41,21,1
C02664,16,61.24,2,month-to-month,22,16,1
C02665,39,60.3,2,two-year,43,-1,0
C02666,18,65.21,1,month-to-month,40,25,1
C02667,69,80.91,0,month-to-month,36,-1,0
C02668,6,97.93,3,two-year,56,-1,0
C02669,69,76.71,3,month-to-month,62,18,1
C02670,57,81.07,3,month-to-month,20,28,1
C02671,61,61.0,2,month-to-month,39,4,1
C02672,61,50.84,0,month-to-month,19,8,1
C02673,14,78.08,1,month-to-month,68,0,1
C02674,67,68.42,1,month-to-month,75,-1,0
C02675,43,36.55,0,two-year,46,-1,0
C02676,69,58.44,0,month-to-month,76,-1,0
C02677,63,63.34,0,one-year,56,-1,0
C02678,42,54.79,0,month-to-month,71,-1,0
C02679,27,94.63,2,month-to-month,76,-1,0
C02680,9,74.6,2,one-year,54,-1,0
C02681,8,92.46,1,month-to-month,45,26,1
C02682,28,70.27,1,month-to-month,64,-1,0
C02683,58,66.63,0,month-to-month,28,-1,0
C02684,36,46.27,3,month-to-month,36,-1,0
C02685,35,65.24,2,month-to-month,52,-1,0
C02686,18,65.26,2,month-to-month,30,9,1
C02687,41,37.66,1,month-to-month,48,-1,0
C02688,46,54.21,1,month-to-month,71,9,1
C02689,70,58.53,0,month-to-month,66,-1,0
C02690,52,73.27,2,two-year,73,-1,0
C02691,44,74.23,6,month-to-month,71,20,1
C02692,65,53.37,1,one-year,38,-1,0
C02693,31,74.38,0,one-year,62,-1,0
C02694,67,61.36,1,month-to-month,41,-1,0
C02695,27,15.0,3,month-to-month,78,27,1
C02696,10,55.31,2,month-to-month,28,-1,0
C02697,30,86.58,0,month-to-month,34,4,1
C02698,10,31.36,2,month-to-month,76,-1,0
C02699,9,67.25,1,month-to-month,32,-1,0
C02700,63,96.71,2,two-year,56,-1,0
C02701,57,49.79,2,one-year,36,-1,0
C02702,16,65.04,1,month-to-month,35,-1,0
C02703,60,38.92,0,two-year,59,-1,0
C02704,5,97.54,1,month-to-month,67,23,1
C02705,21,63.33,2,month-to-month,32,-1,0
C02706,51,65.93,3,month-to-month,78,-1,0
C02707,22,92.09,2,two-year,23,-1,0
C02708,52,78.23,0,month-to-month,24,15,1
C02709,63,47.49,0,one-year,78,-1,0
C02710,5,52.05,1,one-year,21,-1,0
C02711,2,74.9,3,month-to-month,37,18,1
C02712,67,52.52,0,month-to-month,25,-1,0
C02713,37,22.66,2,month-to-month,31,24,1
C02714,36,63.94,1,one-year,22,-1,0
C02715,33,35.4,1,month-to-month,40,15,1
C02716,31,97.33,0,month-to-month,36,-1,0
C02717,49,68.54,2,month-to-month,27,-1,0
C02718,42,46.9,3,one-year,62,-1,0
C02719,12,51.03,1,one-year,20,9,1
C02720,45,27.21,2,month-to-month,47,-1,0
C02721,48,43.01,0,month-to-month,36,-1,0
C02722,9,85.33,1,month-to-month,58,24,1
C02723,27,109.64,0,month-to-month,38,27,1
C02724,57,79.53,1,month-to-month,47,-1,0
C02725,44,63.16,3,one-year,68,10,1
C02726,10,56.36,2,month-to-month,26,17,1
C02727,3,45.87,2,month-to-month,45,-1,0
C02728,42,106.2,1,month-to-month,52,-1,0
C02729,33,61.23,1,month-to-month,63,-1,0
C02730,69,107.31,3,one-year,51,14,1
C02731,38,92.87,2,one-year,63,6,1
C02732,67,30.18,0,month-to-month,67,9,1
C02733,16,51.68,2,month-to-month,66,-1,0
C02734,32,51.62,0,one-year,56,4,1
C02735,10,63.4,0,one-year,74,-1,0
C02736,41,63.79,0,two-year,19,-1,0
C02737,14,124.92,2,two-year,48,25,1
C02738,35,43.46,1,two-year,67,-1,0
C02739,25,69.58,3,two-year,24,4,1
C02740,14,77.33,1,two-year,68,-1,0
C02741,7,64.97,1,one-year,20,5,1
C02742,37,67.2,2,one-year,66,-1,0
C02743,68,44.1,4,one-year,29,2,1
C02744,15,67.13,2,month-to-month,59,-1,0
C02745,29,75.23,2,month-to-month,69,-1,0
C02746,16,71.55,4,two-year,68,13,1
C02747,58,76.4,1,month-to-month,53,-1,0
C02748,30,93.25,5,month-to-month,74,-1,0
C02749,70,83.74,2,month-to-month,26,-1,0
C02750,18,66.43,0,month-to-month,32,-1,0
C02751,6,41.56,0,month-to-month,26,-1,0
C02752,42,53.0,1,month-to-month,62,-1,0
C02753,47,60.61,1,month-to-month,73,-1,0
C02754,71,70.05,5,month-to-month,75,24,1
C02755,62,55.43,0,month-to-month,50,-1,0
C02756,63,46.29,0,month-to-month,26,-1,0
C02757,46,41.24,0,month-to-month,28,-1,0
C02758,26,31.98,1,month-to-month,56,11,1
C02759,31,60.3,2,one-year,73,-1,0
C02760,10,35.61,7,month-to-month,79,24,1
C02761,31,44.99,2,two-year,62,13,1
C02762,26,57.12,0,one-year,72,-1,0
C02763,3,38.28,0,month-to-month,47,-1,0
C02764,15,72.6,1,month-to-month,30,-1,0
C02765,38,79.8,2,month-to-month,46,1,1
C02766,27,54.01,1,month-to-month,24,7,1
C02767,71,56.26,1,two-year,59,-1,0
C02768,34,75.75,1,one-year,38,-1,0
C02769,69,50.72,5,one-year,38,-1,0
C02770,47,,0,one-year,18,-1,0
C02771,3,88.93,3,two-year,79,1,1
C02772,15,82.68,1,two-year,44,-1,0
C02773,51,77.03,1,month-to-month,66,-1,0
C02774,39,83.51,1,month-to-month,50,29,1
C02775,22,25.45,0,month-to-month,57,-1,0
C02776,38,92.08,1,month-to-month,47,-1,0
C02777,65,72.84,1,month-to-month,60,-1,0
C02778,28,85.22,2,month-to-month,30,11,1
C02779,4,72.74,1,one-year,79,-1,0
C02780,23,65.98,4,month-to-month,44,16,1
C02781,67,59.49,1,one-year,18,-1,0
C02782,55,72.34,1,month-to-month,77,-1,0
C02783,60,58.77,1,month-to-month,19,-1,0
C02784,65,82.36,5,two-year,47,16,1
C02785,9,33.27,1,month-to-month,66,25,1
C02786,21,54.17,3,one-year,40,-1,0
C02787,5,105.9,1,two-year,30,0,1
C02788,1,52.48,2,month-to-month,32,21,1
C02789,60,60.23,2,month-to-month,60,-1,0
C02790,67,47.35,0,month-to-month,53,-1,0
C02791,12,71.72,5,month-to-month,49,10,1
C02792,52,50.27,3,two-year,49,-1,0
C02793,38,61.29,0,two-year,37,-1,0
C02794,5,81.98,0,month-to-month,75,23,1
C02795,66,,2,one-year,32,-1,0
C02796,62,80.77,3,two-year,69,-1,0
C02797,41,81.44,4,month-to-month,66,-1,0
C02798,51,86.1,0,month-to-month,18,-1,0
C02799,29,67.81,2,two-year,28,5,1
C02800,57,129.83,3,one-year,52,6,1
C02801,32,86.09,2,month-to-month,27,19,1
C02802,71,71.5,0,month-to-month,70,-1,0
C02803,5,47.48,2,month-to-month,45,-1,0
C02804,13,63.06,1,one-year,69,29,1
C02805,69,93.53,2,one-year,25,-1,0
C02806,21,99.19,0,month-to-month,19,-1,0
C02807,23,94.57,1,one-year,57,-1,0
C02808,57,80.7,1,month-to-month,67,5,1
C02809,14,39.89,0,one-year,79,0,1
C02810,37,,1,one-year,66,17,1
C02811,21,40.17,3,month-to-month,64,-1,0
C02812,15,35.25,2,month-to-month,21,-1,0
C02813,69,69.78,5,month-to-month,55,-1,0
C02814,15,75.46,1,one-year,62,24,1
C02815,7,83.07,4,one-year,42,-1,0
C02816,48,74.94,1,month-to-month,79,-1,0
C02817,62,75.63,2,two-year,79,5,1
C02818,10,45.31,2,two-year,71,20,1
C02819,51,62.9,3,month-to-month,72,9,1
C02820,39,34.86,0,month-to-month,53,-1,0
C02821,59,24.93,0,month-to-month,68,-1,0
C02822,10,79.81,1,month-to-month,22,23,1
C02823,70,49.94,2,two-year,32,-1,0
C02824,44,82.45,2,one-year,59,-1,0
C02825,60,87.17,1,month-to-month,25,-1,0
C02826,26,52.61,2,month-to-month,68,28,1
C02827,67,76.81,2,month-to-month,29,-1,0
C02828,45,51.78,2,month-to-month,39,-1,0
C02829,10,28.08,2,month-to-month,34,16,1
C02830,66,67.47,3,two-year,51,-1,0
C02831,57,55.58,0,one-year,23,-1,0
C02832,22,56.2,2,two-year,68,20,1
C02833,39,104.51,2,month-to-month,73,-1,0
C02834,28,34.48,3,month-to-month,64,9,1
C02835,39,72.66,3,two-year,29,0,1
C02836,69,45.1,3,month-to-month,36,-1,0
C02837,64,83.17,1,month-to-month,32,-1,0
C02838,16,70.97,3,two-year,unknown,-1,0
C02839,69,72.59,1,one-year,73,11,1
C02840,32,46.1,1,two-year,72,-1,0
C02841,51,49.69,2,month-to-month,77,15,1
C02842,55,83.55,0,one-year,60,-1,0
C02843,35,100.42,1,month-to-month,31,-1,0
C02844,33,74.61,1,month-to-month,42,-1,0
C02845,33,47.05,1,month-to-month,36,-1,0
C02846,62,71.78,2,two-year,21,-1,0
C02847,28,113.55,1,month-to-month,67,-1,0
C02848,20,67.05,1,one-year,53,27,1
C02849,26,94.24,1,two-year,78,3,1
C02850,14,50.19,2,one-year,70,-1,0
C02851,28,64.16,1,month-to-month,58,-1,0
C02852,9,77.39,3,one-year,20,22,1
C02853,7,72.95,5,month-to-month,45,-1,0
C02854,52,49.67,2,month-to-month,47,22,1
C02855,6,48.81,2,month-to-month,59,-1,0
C02856,41,84.77,1,one-year,53,-1,0
C02857,56,88.83,0,one-year,66,5,1
C02858,52,95.24,3,two-year,19,15,1
C02859,32,101.08,1,month-to-month,24,-1,0
C02860,14,67.69,2,month-to-month,77,-1,0
C02861,67,58.78,0,month-to-month,44,-1,0
C02862,60,92.02,0,two-year,69,-1,0
C02863,44,79.26,3,two-year,71,-1,0
C02864,7,45.35,1,two-year,unknown,-1,0
C02865,3,,1,month-to-month,61,-1,0
C02866,23,74.84,4,month-to-month,28,6,1
C02867,12,61.45,2,one-year,27,22,1
C02868,62,64.47,2,month-to-month,33,-1,0
C02869,15,86.45,2,month-to-month,64,26,1
C02870,21,80.18,1,month-to-month,23,21,1
C02871,70,91.6,0,month-to-month,59,4,1
C02872,59,26.37,0,month-to-month,41,-1,0
C02873,16,70.07,1,two-year,34,-1,0
C02874,28,78.89,1,one-year,32,-1,0
C02875,37,,0,one-year,39,-1,0
C02876,48,51.9,0,month-to-month,39,25,1
C02877,67,48.19,1,one-year,37,8,1
C02878,62,65.43,0,month-to-month,50,-1,0
C02879,70,97.56,3,month-to-month,79,-1,0
C02880,3,105.45,3,month-to-month,45,4,1
C02881,17,48.71,1,month-to-month,29,6,1
C02882,40,75.53,1,two-year,55,-1,0
C02883,4,76.18,1,two-year,unknown,27,1
C02884,26,72.75,0,month-to-month,55,-1,0
C02885,11,72.98,0,one-year,50,24,1
C02886,67,71.07,1,month-to-month,59,17,1
C02887,5,98.75,1,month-to-month,72,26,1
C02888,11,87.05,4,one-year,22,-1,0
C02889,14,43.8,3,one-year,78,17,1
C02890,11,80.91,1,one-year,73,-1,0
C02891,41,82.85,1,month-to-month,77,17,1
C02892,26,,0,month-to-month,48,-1,0
C02893,65,87.63,4,month-to-month,70,-1,0
C02894,19,68.76,2,month-to-month,23,8,1
C02895,39,69.01,0,month-to-month,43,-1,0
C02896,47,67.42,3,month-to-month,72,-1,0
C02897,45,24.64,0,month-to-month,34,-1,0
C02898,57,63.39,0,month-to-month,65,-1,0
C02899,15,51.63,2,one-year,37,11,1
C02900,37,41.27,0,month-to-month,54,-1,0
C02901,57,93.68,1,month-to-month,58,-1,0
C02902,62,75.08,2,two-year,72,-1,0
C02903,44,64.4,2,two-year,39,29,1
C02904,47,53.7,2,month-to-month,66,-1,0
C02905,62,70.92,0,month-to-month,44,10,1
C02906,45,84.83,0,month-to-month,42,-1,0
C02907,68,48.46,1,two-year,22,-1,0
C02908,10,64.9,2,month-to-month,22,15,1
C02909,25,82.36,2,month-to-month,65,-1,0
C02910,8,26.28,0,one-year,24,-1,0
C02911,7,63.85,3,one-year,24,-1,0
C02912,34,56.41,1,month-to-month,29,-1,0
C02913,17,62.32,0,month-to-month,38,-1,0
C02914,29,54.97,1,month-to-month,28,-1,0
C02915,32,67.75,1,month-to-month,54,-1,0
C02916,45,103.47,1,month-to-month,68,0,1
C02917,68,58.52,1,two-year,50,-1,0
C02918,61,70.83,3,one-year,59,15,1
C02919,27,104.89,2,one-year,73,0,1
C02920,24,54.0,2,one-year,73,-1,0
C02921,55,101.29,3,month-to-month,58,-1,0
C02922,9,65.11,2,month-to-month,22,11,1
C02923,39,100.64,2,one-year,66,-1,0
C02924,31,80.0,1,month-to-month,64,-1,0
C02925,13,71.14,0,month-to-month,36,-1,0
C02926,44,63.69,4,month-to-month,28,15,1
C02927,23,52.52,4,one-year,26,15,1
C02928,14,,1,one-year,35,-1,0
C02929,47,82.95,2,month-to-month,64,6,1
C02930,13,64.74,2,month-to-month,76,24,1
C02931,48,58.67,6,two-year,27,-1,0
C02932,12,59.98,3,month-to-month,43,-1,0
C02933,31,,0,month-to-month,69,27,1
C02934,58,89.5,3,one-year,23,-1,0
C02935,17,,0,one-year,76,15,1
C02936,55,51.63,2,month-to-month,19,-1,0
C02937,52,72.59,0,month-to-month,35,-1,0
C02938,65,95.55,2,two-year,20,-1,0
C02939,12,87.92,0,month-to-month,65,29,1
C02940,51,39.96,2,two-year,44,-1,0
C02941,67,59.72,1,one-year,45,-1,0
C02942,55,46.39,2,two-year,51,2,1
C02943,14,59.65,2,month-to-month,36,15,1
C02944,59,97.09,1,month-to-month,64,-1,0
C02945,8,36.55,3,month-to-month,44,-1,0
C02946,42,32.62,3,month-to-month,67,-1,0
C02947,36,48.43,2,month-to-month,58,-1,0
C02948,38,70.75,2,month-to-month,59,-1,0
C02949,37,77.42,0,month-to-month,79,6,1
C02950,3,73.75,1,one-year,49,-1,0
C02951,37,88.51,1,month-to-month,36,-1,0
C02952,67,29.74,2,month-to-month,63,-1,0
C02953,32,88.77,1,month-to-month,61,-1,0
C02954,20,58.76,3,one-year,47,-1,0
C02955,71,79.63,2,month-to-month,38,-1,0
C02956,8,38.53,3,one-year,75,18,1
C02957,35,65.1,5,month-to-month,33,24,1
C02958,37,69.73,2,one-year,22,-1,0
C02959,34,88.12,0,one-year,57,13,1
C02960,66,33.29,3,month-to-month,23,-1,0
C02961,30,65.62,0,one-year,65,-1,0
C02962,70,43.3,1,two-year,70,-1,0
C02963,5,75.11,1,month-to-month,62,-1,0
C02964,53,80.54,2,month-to-month,32,3,1
C02965,43,90.74,3,two-year,76,28,1
C02966,18,54.3,1,two-year,23,-1,0
C02967,17,83.54,2,one-year,24,-1,0
C02968,52,92.22,1,month-to-month,36,-1,0
C02969,46,32.14,1,month-to-month,51,4,1
C02970,44,77.25,1,two-year,62,-1,0
C02971,4,84.17,1,one-year,36,18,1
C02972,43,59.83,4,month-to-month,74,-1,0
C02973,70,40.78,1,month-to-month,68,-1,0
C02974,2,83.86,2,one-year,32,-1,0
C02975,34,,0,one-year,21,-1,0
C02976,36,61.43,2,two-year,61,16,1
C02977,64,,1,month-to-month,28,-1,0
C02978,21,79.31,1,month-to-month,35,12,1
C02979,34,52.47,3,month-to-month,65,-1,0
C02980,51,51.31,1,month-to-month,29,-1,0
C02981,5,66.98,2,month-to-month,39,24,1
C02982,57,85.13,1,month-to-month,75,-1,0
C02983,59,110.75,0,month-to-month,60,4,1
C02984,52,34.85,2,month-to-month,56,8,1
C02985,47,71.31,1,two-year,79,-1,0
C02986,54,43.27,0,month-to-month,65,-1,0
C02987,56,85.38,2,month-to-month,46,-1,0
C02988,65,46.23,3,one-year,59,-1,0
C02989,31,51.51,0,month-to-month,51,-1,0
C02990,33,53.21,1,month-to-month,40,-1,0
C02991,46,63.48,2,two-year,78,-1,0
C02992,14,71.46,0,one-year,54,21,1
C02993,61,74.67,1,month-to-month,64,-1,0
C02994,55,64.88,0,two-year,43,-1,0
C02995,45,38.4,4,two-year,30,9,1
C02996,22,79.56,2,two-year,25,-1,0
C02997,25,63.94,2,month-to-month,67,-1,0
C02998,31,88.23,1,one-year,50,-1,0
C02999,48,50.85,0,month-to-month,49,-1,0
C03000,56,32.95,0,month-to-month,25,-1,0
C03001,48,64.32,1,month-to-month,66,-1,0
C03002,67,90.92,1,two-year,34,-1,0
C03003,69,68.22,0,month-to-month,55,-1,0
C03004,51,61.01,0,two-year,39,-1,0
C03005,27,47.59,1,two-year,32,-1,0
C03006,43,100.16,2,month-to-month,28,15,1
C03007,31,44.41,2,month-to-month,68,-1,0
C03008,45,50.49,2,two-year,23,-1,0
C03009,58,76.4,1,month-to-month,18,-1,0
C03010,27,27.88,3,one-year,37,25,1
C03011,36,90.49,2,month-to-month,73,27,1
C03012,4,77.48,1,month-to-month,61,22,1
C03013,53,82.98,0,month-to-month,68,-1,0
C03014,35,76.16,0,month-to-month,30,-1,0
C03015,33,61.78,1,two-year,78,-1,0
C03016,38,43.74,1,month-to-month,25,-1,0
C03017,16,62.2,2,month-to-month,20,-1,0
C03018,43,45.5,0,one-year,47,-1,0
C03019,53,74.72,1,two-year,45,-1,0
C03020,25,81.14,2,month-to-month,36,-1,0
C03021,10,94.54,0,one-year,28,-1,0
C03022,28,,3,month-to-month,37,20,1
C03023,15,83.49,2,two-year,41,28,1
C03024,27,59.06,2,one-year,55,8,1
C03025,45,55.43,1,two-year,40,-1,0
C03026,9,,1,one-year,33,-1,0
C03027,54,57.27,1,two-year,55,-1,0
C03028,16,70.38,2,month-to-month,54,-1,0
C03029,64,43.78,1,one-year,45,-1,0
C03030,53,47.37,2,one-year,24,-1,0
C03031,20,77.71,3,month-to-month,77,16,1
C03032,40,82.73,1,two-year,50,-1,0
C03033,8,45.29,4,one-year,35,22,1
C03034,8,78.41,2,two-year,62,-1,0
C03035,68,54.35,4,month-to-month,43,14,1
C03036,57,65.33,1,two-year,28,-1,0
C03037,11,93.34,1,month-to-month,61,19,1
C03038,21,81.15,1,two-year,23,-1,0
C03039,15,80.92,0,month-to-month,35,-1,0
C03040,29,103.18,0,one-year,59,-1,0
C03041,21,50.92,1,month-to-month,62,-1,0
C03042,24,45.28,0,one-year,79,-1,0
C03043,38,50.56,0,month-to-month,61,-1,0
C03044,14,59.91,2,two-year,32,-1,0
C03045,63,17.91,1,two-year,62,-1,0
C03046,52,60.85,0,month-to-month,64,8,1
C03047,54,54.11,1,two-year,59,-1,0
C03048,13,80.68,0,one-year,64,20,1
C03049,51,72.05,0,month-to-month,68,-1,0
C03050,60,52.99,2,month-to-month,53,-1,0
C03051,13,76.8,3,month-to-month,79,-1,0
C03052,54,79.47,4,month-to-month,57,-1,0
C03053,26,49.63,2,month-to-month,21,4,1
C03054,56,,0,month-to-month,28,7,1
C03055,34,20.49,1,month-to-month,48,-1,0
C03056,57,43.19,3,two-year,44,-1,0
C03057,11,50.15,3,month-to-month,68,18,1
C03058,28,66.48,0,two-year,59,10,1
C03059,20,46.09,0,two-year,18,-1,0
C03060,18,54.73,0,one-year,46,5,1
C03061,22,40.49,1,month-to-month,51,-1,0
C03062,28,68.42,0,month-to-month,78,-1,0
C03063,10,73.51,1,two-year,58,-1,0
C03064,51,73.05,0,one-year,29,26,1
C03065,40,65.25,3,two-year,29,2,1
C03066,59,34.18,1,month-to-month,37,-1,0
C03067,51,52.6,3,one-year,42,-1,0
C03068,11,56.85,2,month-to-month,24,-1,0
C03069,5,56.93,1,one-year,66,13,1
C03070,31,66.5,2,one-year,22,8,1
C03071,35,93.51,0,month-to-month,22,-1,0
C03072,18,81.24,2,month-to-month,25,20,1
C03073,56,45.25,0,month-to-month,26,-1,0
C03074,42,78.57,1,month-to-month,52,18,1
C03075,54,77.81,2,month-to-month,68,10,1
C03076,8,48.88,1,month-to-month,76,9,1
C03077,58,81.98,0,month-to-month,68,4,1
C03078,15,61.79,1,one-year,60,-1,0
C03079,32,36.8,2,one-year,54,3,1
C03080,32,74.1,2,month-to-month,37,-1,0
C03081,59,69.34,2,month-to-month,43,-1,0
C03082,20,60.45,1,one-year,72,-1,0
C03083,18,64.25,1,month-to-month,24,2,1
C03084,25,50.62,3,month-to-month,69,12,1
C03085,26,77.2,1,month-to-month,68,-1,0
C03086,13,64.13,1,two-year,21,29,1
C03087,13,68.33,2,month-to-month,32,4,1
C03088,17,72.14,5,two-year,37,-1,0
C03089,34,41.91,1,month-to-month,74,-1,0
C03090,25,47.11,1,month-to-month,45,-1,0
C03091,28,20.8,3,month-to-month,66,-1,0
C03092,52,76.29,1,one-year,55,11,1
C03093,18,40.76,2,month-to-month,23,-1,0
C03094,65,67.65,2,one-year,59,-1,0
C03095,54,72.42,0,two-year,57,26,1
C03096,13,77.05,1,month-to-month,71,2,1
C03097,23,40.92,0,month-to-month,75,29,1
C03098,14,63.7,1,one-year,54,7,1
C03099,20,98.41,1,month-to-month,72,17,1
C03100,26,99.29,2,one-year,26,-1,0
C03101,10,84.75,2,two-year,56,-1,0
C03102,2,71.75,2,month-to-month,53,-1,0
C03103,32,44.9,1,month-to-month,28,4,1
C03104,50,79.37,3,one-year,51,-1,0
C03105,22,61.84,0,month-to-month,60,-1,0
C03106,62,76.21,1,month-to-month,43,15,1
C03107,27,52.34,4,month-to-month,59,16,1
C03108,64,61.54,0,month-to-month,64,10,1
C03109,17,68.28,2,month-to-month,54,20,1
C03110,39,69.93,0,one-year,42,27,1
C03111,55,74.87,1,month-to-month,34,-1,0
C03112,5,,1,month-to-month,58,20,1
C03113,67,38.13,1,two-year,73,-1,0
C03114,26,97.5,2,month-to-month,46,6,1
C03115,36,114.79,5,month-to-month,49,12,1
C03116,45,73.95,1,two-year,74,17,1
C03117,46,38.52,3,month-to-month,36,-1,0
C03118,2,49.54,2,two-year,68,20,1
C03119,62,75.18,2,one-year,33,-1,0
C03120,45,,2,month-to-month,33,16,1
C03121,71,40.74,1,month-to-month,35,-1,0
C03122,34,62.51,1,month-to-month,21,15,1
C03123,44,68.92,0,two-year,46,-1,0
C03124,32,82.29,3,month-to-month,39,-1,0
C03125,64,58.13,2,one-year,32,12,1
C03126,60,33.72,1,two-year,64,19,1
C03127,65,77.42,1,one-year,50,-1,0
C03128,36,87.5,1,month-to-month,30,-1,0
C03129,57,63.35,0,one-year,29,-1,0
C03130,26,73.1,0,one-year,68,-1,0
C03131,33,55.51,0,month-to-month,34,12,1
C03132,54,48.08,3,two-year,42,-1,0
C03133,6,85.53,1,month-to-month,25,19,1
